"name","bpm","genre","start time","end time","playtime","deck"
"California Love (Intro Dirty)","92","Hip Hop","10:19:35 PM CDT","10:22:37 PM CDT","00:03:02","1"
"Ms. Jackson","95","Hip-Hop/Rap","10:21:58 PM CDT","10:26:08 PM CDT","00:04:10","2"
"It Wasn't Me (Intro Clean)","95","Reggae","10:22:37 PM CDT","10:28:05 PM CDT","00:05:28","1"
"Ayy Ladies (Clean)","96","Hip Hop","10:26:08 PM CDT","10:29:33 PM CDT","00:03:25","2"
"Where The Party At","97","Other","10:28:05 PM CDT","10:30:52 PM CDT","00:02:47","1"
"ZEZE (Intro Dirty)","98","Hip Hop","10:29:33 PM CDT","10:32:32 PM CDT","00:02:59","2"
"Gas Pedal (Cesar Castilla Blend) (Clean Extended)","98","Hip Hop","10:30:52 PM CDT","10:33:56 PM CDT","00:03:04","1"
"Put Your Hands Where My Eyes Could See (Intro Dirty)","99","Hip Hop","10:32:32 PM CDT","10:36:00 PM CDT","00:03:28","2"
"Bring Em Out (Intro Dirty)","99","Hip Hop","10:33:56 PM CDT","10:38:43 PM CDT","00:04:47","1"
"Beat It (Intro Dirty)","99","Hip  Hop","10:36:00 PM CDT","10:40:13 PM CDT","00:04:13","2"
"I Just Wanna Love You (Intro Dirty)","99","Hip Hop","10:38:43 PM CDT","10:41:46 PM CDT","00:03:03","1"
"Me & You (Intro Clean)","100","R&B","10:40:13 PM CDT","10:43:55 PM CDT","00:03:42","2"
"Get Ur Freak On - Tall Boys Remix (Dirty)","100","Hip Hop","10:41:46 PM CDT","10:44:23 PM CDT","00:02:37","1"
"Not Like Us (Intro Dirty)","101","Hip Hop","10:43:55 PM CDT","10:45:33 PM CDT","00:01:38","2"
"Goodies Clean Edit","102","R&B","10:44:23 PM CDT","10:48:14 PM CDT","00:03:51","1"
"Ride Wit Me (Intro Dirty)","102","Hip Hop","10:45:33 PM CDT","10:48:58 PM CDT","00:03:25","2"
"Freek-A-Leek","105","Hip-Hop/Rap","10:48:14 PM CDT","10:49:51 PM CDT","00:01:37","1"
"Maui Wowie (DJ OD Epic Intro) Dirty","123","Hip Hop","10:48:58 PM CDT","10:50:49 PM CDT","00:01:51","2"
"Which One (Intro Dirty)","120","Hip Hop","10:49:51 PM CDT","10:52:28 PM CDT","00:02:37","1"
"Bitch Don't Kill My Vibe (Deville Poolside House Edit) Clean","126","House","10:50:49 PM CDT","10:54:30 PM CDT","00:03:41","2"
"In The Ayer (Intro Clean)","126","R&B","10:52:28 PM CDT","10:56:01 PM CDT","00:03:33","1"
"Promiscuous (Tiger Toast Remix) Clean CK Cut","126","Pop Dance Remix","10:54:30 PM CDT","10:56:39 PM CDT","00:02:09","2"
"My Chick Bad (Explicit)","85","","10:56:01 PM CDT","11:31:46 AM CST","181:35:45","1"
"What Them Girls Like (Intro Dirty)","85","Hip Hop","10:56:39 PM CDT","7:30:09 PM CST","333:33:30","2"
"Let's Get It Started (Intro Clean)","105","Pop","11:31:46 AM CST","7:30:09 PM CST","151:58:23","offline"
"What Them Girls Like (Intro Dirty)","85","Hip Hop","7:30:09 PM CST","7:38:25 PM CST","00:08:16","2"
"Run This Town (Intro Clean)","85","Hip Hop","7:39:27 PM CST","7:49:07 PM CST","00:09:40","2"
"Billionaire (Intro Clean)","87","Pop / Top 40","7:39:34 PM CST","7:52:50 PM CST","00:13:16","1"
"It Wasn't Me (feat. Ricardo Ducent)","95","Pop","7:51:34 PM CST","7:55:53 PM CST","00:04:19","2"
"24K Magic (Intro Clean)","107","Pop","7:52:50 PM CST","7:58:25 PM CST","00:05:35","1"
"A Bar Song (JD Live Lounge Edit) Dirty","100","Country","7:55:53 PM CST","8:00:01 PM CST","00:04:08","2"
"Run It (Remix) (Intro Outro) (Clean)","101","R&B","7:58:25 PM CST","8:03:17 PM CST","00:04:52","1"
"Dangerous (Intro Dirty)","117","Hip Hop","8:00:01 PM CST","8:01:34 PM CST","00:01:33","2"
"Dangerous (Intro Dirty)","117","Hip Hop","8:01:57 PM CST","8:05:53 PM CST","00:03:56","2"
"Cake By The Ocean (Intro Clean)","119","Top 40","8:04:38 PM CST","8:07:45 PM CST","00:03:07","1"
"TiK ToK","120","Pop","8:06:09 PM CST","8:09:42 PM CST","00:03:33","2"
"Return Of The Mack (Duke Jones Remix)","124","Dance","8:07:45 PM CST","8:13:38 PM CST","00:05:53","1"
"My Humps (Refresh Epic Intro) (Clean Extended)","124","Hip Hop","8:09:42 PM CST","8:13:12 PM CST","00:03:30","2"
"DJ Got Us Fallin In Love (XMiX Short Cut)","120","Urban","8:13:12 PM CST","8:14:14 PM CST","00:01:02","2"
"DJ Got Us Fallin In Love (BPM Supreme Slam Edit) (Clean Extended)","120","Pop","8:13:38 PM CST","8:17:15 PM CST","00:03:37","1"
"Don't Cha (Remix) (Intro Clean)","120","R&B","8:14:14 PM CST","8:20:37 PM CST","00:06:23","2"
"One, Two Step (feat. Missy Elliott)","113","R&B/Soul","8:18:49 PM CST","8:23:24 PM CST","00:04:35","1"
"CANDY clean","111","Dance","8:22:09 PM CST","8:24:18 PM CST","00:02:09","2"
"Hollaback Girl (DJ Nasa Epic Intro) (Dirty Extended)","110","Pop","8:23:24 PM CST","8:27:17 PM CST","00:03:53","1"
"Sunflower (Cesar Castilla Blend) (Clean Extended)","105","Afrobeat","8:25:22 PM CST","8:30:44 PM CST","00:05:22","2"
"Finesse (Cesar Castilla Acapella Intro) (Dirty Extended)","105","Pop","8:27:17 PM CST","8:32:13 PM CST","00:04:56","1"
"Espresso (Ardent 'Black Coffee' Intro) Dirty","104","Pop / Top 40","8:30:44 PM CST","8:34:38 PM CST","00:03:54","2"
"House Party (Intro Clean)","104","Country","8:32:13 PM CST","8:37:10 PM CST","00:04:57","1"
"This Is How We Do It (Intro Clean)","104","Hip Hop","8:34:38 PM CST","8:39:32 PM CST","00:04:54","2"
"Life Is A Highway (Intro Clean)","103","Pop","8:37:37 PM CST","8:43:16 PM CST","00:05:39","1"
"Levitating (Intro Dirty)","103","Pop","8:40:41 PM CST","8:46:38 PM CST","00:05:57","2"
"Let Me Clear My Throat","102","Dance","8:43:16 PM CST","8:49:37 PM CST","00:06:21","1"
"Ride Wit Me (Intro Dirty)","102","Hip Hop","8:46:38 PM CST","8:52:47 PM CST","00:06:09","2"
"Save A Horse (Ride A Cowboy) (Intro Clean)","102","Country","8:49:37 PM CST","8:55:16 PM CST","00:05:39","1"
"Smokin' Out The Window (CLEAN)(ULTI-reMIX by Beat Thrillerz)","100","Funkymix","8:52:47 PM CST","8:58:08 PM CST","00:05:21","2"
"Talk Dirty (Intro Dirty)","100","Pop","8:55:16 PM CST","9:00:34 PM CST","00:05:18","1"
"Doo Wop (That Thing)","100","R&B/Soul","8:58:08 PM CST","9:02:53 PM CST","00:04:45","2"
"Paint The Town Red (Intro Clean)","100","Hip Hop","9:00:35 PM CST","9:05:46 PM CST","00:05:11","1"
"Blow The Whistle (Intro Outro) (Clean)","100","Hip Hop","9:02:53 PM CST","9:07:43 PM CST","00:04:50","2"
"Get Ur Freak On (Phranco Remix) (Clean Extended)","100","Twerk","9:05:46 PM CST","9:09:02 PM CST","00:03:16","1"
"Beat It (Intro Dirty)","99","Hip  Hop","9:08:25 PM CST","9:10:32 PM CST","00:02:07","2"
"Bring Em Out (Intro Clean)","99","Hip Hop","9:09:02 PM CST","9:12:53 PM CST","00:03:51","1"
"Loyal (feat. Lil Wayne & Tyga)","99","R&B/Soul","9:10:32 PM CST","9:15:17 PM CST","00:04:45","2"
"American Boy (Intro Dirty)","118","Top 40","9:13:59 PM CST","9:18:16 PM CST","00:04:17","1"
"Thriller (Intro Clean)","118","Pop","9:15:17 PM CST","9:22:50 PM CST","00:07:33","2"
"Blurred Lines (Intro Dirty)","120","Pop","9:21:09 PM CST","9:27:03 PM CST","00:05:54","1"
"Livin' On a Prayer","122","Hard Rock","9:23:04 PM CST","9:30:06 PM CST","00:07:02","2"
"Walkin' On The Sun (Intro Dirty)","123","Pop","9:27:03 PM CST","9:33:05 PM CST","00:06:02","1"
"On My Mind (Clean Extended)","123","Tech House","9:30:06 PM CST","9:38:22 PM CST","00:08:16","2"
"Don't Stop The Music (Intro Clean)","123","Pop","9:33:05 PM CST","9:37:17 PM CST","00:04:12","1"
"Disturbia (Intro Clean)","125","Pop","9:37:17 PM CST","9:41:35 PM CST","00:04:18","1"
"Starships (Deville Jamming House Edit) Clean","126","Pop/Dance","9:38:22 PM CST","9:44:44 PM CST","00:06:22","2"
"Get It Shawty (Intro Clean)","128","R&B","9:41:35 PM CST","9:47:44 PM CST","00:06:09","1"
"Good Graces (Intro Dirty)","126","Pop","9:44:44 PM CST","9:50:16 PM CST","00:05:32","2"
"Glamorous (Intro Dirty)","131","Pop","9:47:44 PM CST","9:53:49 PM CST","00:06:05","1"
"Fireworks (Dj Mila Bootleg) Clean","128","Bass House","9:50:46 PM CST","9:58:22 PM CST","00:07:36","2"
"Clarity (Original)","128","House","9:55:03 PM CST","10:01:14 PM CST","00:06:11","1"
"Work (R-You Slam Edit) (Clean Extended)","128","Tech House","9:58:22 PM CST","10:02:55 PM CST","00:04:33","2"
"Mr. Brightside (JD Live 2025 Edit) Clean","126","Dance","10:02:15 PM CST","10:06:18 PM CST","00:04:03","1"
"Dynamite (Intro Clean)","120","Pop","10:02:55 PM CST","10:11:01 PM CST","00:08:06","2"
"Shots (JD Live Low Battery Edit) Dirty","130","Bass House","10:06:18 PM CST","10:12:28 PM CST","00:06:10","1"
"Taste (Cosmic Dawn Extended Remix)","121","Dance","10:11:01 PM CST","10:14:50 PM CST","00:03:49","2"
"Mutt (Bustin Timberfake Nu Disco Banger) Dirty","120","Nu Disco","10:14:09 PM CST","10:18:16 PM CST","00:04:07","1"
"Sugar (Intro Dirty)","120","Pop","10:14:50 PM CST","10:19:50 PM CST","00:05:00","2"
"Mystical Magical (Intro Clean)","120","Pop","10:18:30 PM CST","10:21:45 PM CST","00:03:15","1"
"So What (Intro Dirty)","120","Hip Hop","10:19:50 PM CST","10:24:33 PM CST","00:04:43","2"
"Say It Right (Intro Clean)","117","Top 40","10:22:05 PM CST","10:26:35 PM CST","00:04:30","1"
"Promiscuous (Refresh Epic Intro) (Clean Extended)","114","Pop","10:24:33 PM CST","10:31:04 PM CST","00:06:31","2"
"Poison (Intro Dirty)","112","R&B","10:26:35 PM CST","10:33:18 PM CST","00:06:43","1"
"Rock The Boat (Onderkoffer Remix) CK Intro - Clean","112","Afrobeats / Amapiano","10:31:19 PM CST","10:34:45 PM CST","00:03:26","2"
"Pass That Dutch (Intro Dirty)","111","Hip Hop","10:33:18 PM CST","10:35:48 PM CST","00:02:30","1"
"Give It To Me (Refresh Epic Intro) (Dirty Extended)","111","Pop","10:34:45 PM CST","10:38:04 PM CST","00:03:19","2"
"Caught Up","110","R&B/Soul","10:35:48 PM CST","10:39:00 PM CST","00:03:12","1"
"About Damn Time (Intro Dirty)","109","Pop","10:38:04 PM CST","10:40:39 PM CST","00:02:35","2"
"Hot In Herre (Intro Dirty)","107","Hip Hop","10:39:00 PM CST","10:42:17 PM CST","00:03:17","1"
"The Humpty Dance (Intro Clean)","104","Hip Hop","10:40:39 PM CST","10:43:56 PM CST","00:03:17","2"
"Work It (Refresh Epic Intro) (Dirty Extended)","102","Hip Hop","10:42:43 PM CST","10:44:52 PM CST","00:02:09","1"
"Goodies","102","R&B","10:43:56 PM CST","10:47:02 PM CST","00:03:06","2"
"Freek-A-Leek","105","Hip-Hop/Rap","10:44:52 PM CST","10:48:16 PM CST","00:03:24","1"
"I Wanna Love You (Intro Dirty)","100","Hip Hop","10:47:17 PM CST","10:50:33 PM CST","00:03:16","2"
"The Motto (Intro Dirty)","101","Hip Hop","10:48:22 PM CST","10:54:25 PM CST","00:06:03","1"
"Yeah! (feat. Lil Jon & Ludacris)","105","Hip Hop","10:50:33 PM CST","10:55:10 PM CST","00:04:37","2"
"Roof On Fire (Cesar Castilla Acapella Intro) (Clean Extended)","118","Pop","10:54:25 PM CST","10:56:32 PM CST","00:02:07","1"
"JUMPIN (Intro Dirty)","118","Latin Pop","10:55:10 PM CST","10:57:40 PM CST","00:02:30","2"
"Pretty Boy Swag (Intro Dirty)","124","Hip Hop","10:56:32 PM CST","10:59:16 PM CST","00:02:44","1"
"Cha Cha Slide (Intro Clean)","122","Dance","10:57:40 PM CST","11:02:49 PM CST","00:05:09","2"
"Big Poppa (Father and Son Edit) (Clean Extended)","122","Tech House","10:59:16 PM CST","11:04:13 PM CST","00:04:57","1"
"Scream & Shout (Intro Dirty)","130","Pop","11:02:56 PM CST","11:06:20 PM CST","00:03:24","2"
"Pour It Up (R-You Bootleg) (Clean Extended)","125","Dance Pop","11:04:13 PM CST","11:08:23 PM CST","00:04:10","1"
"Club Husband (Sergio Villanueva Remix) (Dirty Extended)","125","Dance Pop","11:06:20 PM CST","11:09:37 PM CST","00:03:17","2"
"Crazy - Beatz Freq Get Down Edit","125","Bass House","11:08:23 PM CST","11:11:27 PM CST","00:03:04","1"
"Get Busy (Cesar Castilla Disco House Edit) (Clean)","122","Nu Disco","11:09:37 PM CST","11:14:59 PM CST","00:05:22","2"
"Temperature (Intro Clean)","125","Dancehall","11:11:27 PM CST","11:14:11 PM CST","00:02:44","1"
"NOKIA (Club Killers Party Booster) Dirty","128","Hip-Hop/Dance","11:14:11 PM CST","11:16:27 PM CST","00:02:16","1"
"Lose Control (Cesar Castilla Break Intro) (Dirty Extended)","125","Hip Hop","11:14:59 PM CST","11:18:02 PM CST","00:03:03","2"
"Low (Intro Dirty)","128","Hip Hop","11:16:27 PM CST","11:20:29 PM CST","00:04:02","1"
"Fergalicious (Intro Dirty)","129","Pop","11:18:02 PM CST","11:23:37 PM CST","00:05:35","2"
"Baby (Intro Clean)","130","Pop","11:20:29 PM CST","11:26:47 PM CST","00:06:18","1"
"Yeah 3x (Explicit)","130","","11:23:49 PM CST","11:30:21 PM CST","00:06:32","2"
"Hotel Room Service","126","","11:26:47 PM CST","11:33:05 PM CST","00:06:18","1"
"Like A G6 (Intro Clean)","125","Pop","11:30:21 PM CST","11:35:30 PM CST","00:05:09","2"
"OMG (Intro Clean)","130","Dance Pop","11:33:05 PM CST","11:39:47 PM CST","00:06:42","1"
"Shots (Intro Dirty)","128","Pop","11:35:30 PM CST","11:42:48 PM CST","00:07:18","2"
"I Love It vs Where You Are (Even Steve Wordplay Segue) Dirty","126","Pop / Dance","11:39:47 PM CST","11:45:01 PM CST","00:05:14","1"
"Down (DJ Nasa PoolSide Edit) (Dirty Extended)","126","Pop","11:44:06 PM CST","11:46:38 PM CST","00:02:32","2"
"Bitch Don't Kill My Vibe (Deville Poolside House Edit) Clean","126","House","11:45:01 PM CST","11:48:23 PM CST","00:03:22","1"
"Satisfaction (Villanueva vs Guetta Remix) (Clean Extended)","126","Tech House","11:46:38 PM CST","11:49:02 PM CST","00:02:24","2"
"Pour It Up (DJ Nasa VIP Edit) (Clean Extended)","125","Tech House","11:48:23 PM CST","11:52:05 PM CST","00:03:42","1"
"Thong Song (Deville Poolside Mix) Dirty","125","Pop/House","11:49:02 PM CST","11:53:16 PM CST","00:04:14","2"
"Massive (KREAM Remix) (Clean Extended)","125","House","11:52:05 PM CST","11:55:12 PM CST","00:03:07","1"
"São Paulo (Intro Dirty)","125","R&B","11:53:32 PM CST","11:56:53 PM CST","00:03:21","2"
"Somebody That I Used To Know (Tiger Toast Remix) Clean","130","House","11:55:58 PM CST","12:00:08 AM CST","00:04:10","1"
"Anxiety (DJ Nasa Remix) (Dirty Extended)","129","Pop","11:56:53 PM CST","11:59:48 PM CST","00:02:55","2"
"Baby Got Back (Intro Dirty)","128","Hip Hop","11:59:48 PM CST","12:01:25 AM CST","00:01:37","2"
"Anaconda (Intro Dirty)","130","Hip Hop","12:00:08 AM CST","12:03:32 AM CST","00:03:24","1"
"Super Freak (Cesar Castilla Guitar Intro) (Clean Extended)","131","Funk","12:01:25 AM CST","12:04:38 AM CST","00:03:13","2"
"Super Freaky Girl (Intro Dirty)","133","Hip Hop","12:03:32 AM CST","12:08:55 AM CST","00:05:23","1"
"No Hands (Intro Dirty)","132","Hip Hop","12:04:38 AM CST","12:10:38 AM CST","00:06:00","2"
"Fuego (Explicit)","135","","12:09:42 AM CST","12:13:11 AM CST","00:03:29","1"
"Memories (Refresh Personal Edit) (Dirty Extended)","130","Dance Pop","12:10:40 AM CST","12:15:25 AM CST","00:04:45","2"
"Pursuit Of Happiness (Steve Aoki Remix) (Dirty Extended)","128","Electro House","12:13:11 AM CST","12:18:08 AM CST","00:04:57","1"
"My Humps","124","Hip-Hop/Rap","12:17:12 AM CST","12:20:01 AM CST","00:02:49","2"
"Work (Jesus Fernandez Remix) (Clean Extended)","124","Tech House","12:18:08 AM CST","12:22:08 AM CST","00:04:00","1"
"1, 2 Step","125","Bass House","12:20:01 AM CST","12:24:39 AM CST","00:04:38","2"
"Sexy And I Know It (Alvin Anthony Remix) (Dirty Extended)","124","Tech House","12:22:08 AM CST","12:26:47 AM CST","00:04:39","1"
"Messy (R-You Blend) (Dirty Extended)","122","Pop","12:24:39 AM CST","12:25:18 AM CST","00:00:39","2"
"Messy (BVRNOUT Remix) Dirty","130","Pop Dance Remix","12:25:18 AM CST","12:29:56 AM CST","00:04:38","2"
"Savage - Major Lazer Remix","125","Deep House","12:27:53 AM CST","12:32:12 AM CST","00:04:19","1"
"Stephanie (Extended Mix) Dirty","130","House","12:30:48 AM CST","12:34:56 AM CST","00:04:08","2"
"Hotline Bling (Feli Botello Remix)","123","Dance","12:32:12 AM CST","12:37:03 AM CST","00:04:51","1"
"Teenage Dream (Deville Club Mix) Clean","125","Pop/Dance","12:34:56 AM CST","12:38:23 AM CST","00:03:27","2"
"Krazy (BeatBreaker 'Calabria' Edit) (Dirty Extended)","125","House","12:37:03 AM CST","12:40:20 AM CST","00:03:17","1"
"Bodak Yellow (Los Dutis House Remix) (Dirty Extended)","125","House","12:38:41 AM CST","12:43:28 AM CST","00:04:47","2"
"Work (Remix) (Smassh Mainstage Edit) Dirty","126","Hip Hop/Mainstage","12:40:52 AM CST","12:45:32 AM CST","00:04:40","1"
"Get Low with the Beats of the Underground (Los Padres Mashup) (Dirty Extended)","126","Bass House","12:43:28 AM CST","12:49:33 AM CST","00:06:05","2"
"Victory Lap (Intro Dirty)","70","Hip Hop","12:45:32 AM CST","12:50:35 AM CST","00:05:03","1"
"Pony","71","R&B/Soul","12:49:33 AM CST","12:54:16 AM CST","00:04:43","2"
"Beez In The Trap (Intro Dirty)","75","Hip Hop","12:50:35 AM CST","12:55:20 AM CST","00:04:45","1"
"Kiss Me Thru The Phone (Intro Clean)","75","Hip Hop","12:54:16 AM CST","12:56:59 AM CST","00:02:43","2"
"Cyclone (Intro Dirty)","78","Hip Hop","12:55:20 AM CST","12:58:10 AM CST","00:02:50","1"
"Mrs Officer (Intro Dirty)","84","Top 40","12:56:59 AM CST","12:58:44 AM CST","00:01:45","2"
"It's Goin' Down (Refresh Epic Intro) (Dirty Extended)","84","Hip Hop","12:58:10 AM CST","5:31:39 PM CST","16:33:29","1"
"Teach Me How To Dougie (Intro Dirty)","85","Top 40","12:58:44 AM CST","9:57:05 PM CST","524:58:21","2"
"Candy Shop (BORNZI Edit) (Clean Short Edit)","124","Bass House","5:31:39 PM CST","5:32:41 PM CST","00:01:02","offline"
"Somebody's Watching Me (Club Killers 2023 Spooky Bootleg) Clean","126","Halloween/EDM","5:32:41 PM CST","5:33:54 PM CST","00:01:13","offline"
"Party (Cesar Castilla Jump Off Edit) (Clean)","130","Tech House","5:33:54 PM CST","5:35:38 PM CST","00:01:44","offline"
"Metro Spider (Intro Dirty)","72","Hip Hop","5:35:38 PM CST","5:35:42 PM CST","00:00:04","offline"
"Duffle Bag Boy (Intro Dirty)","72","Hip Hop","5:35:42 PM CST","5:37:57 PM CST","00:02:15","offline"
"Scratch Beat 4","85","Hip Hop/Rap","5:37:57 PM CST","9:57:05 PM CST","508:19:08","offline"
